0.26534,3664.3,4434.6,9.2592,32.171,47.376,2799.1,64.964,122.9,0.19833,91.811,49.994,2703.7,25.346,50.095,3331.3,22.9,66.387,0,270.88,102.48,91.823,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26433,3667.7,4436.9,9.2086,32.266,47.548,2799.1,65.444,122.9,0.19953,91.786,48.896,2703.2,25.562,49.398,3331.1,22.799,66.359,-0.50729,270.88,102.47,91.816,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26234,3688.9,4446.5,9.2462,31.943,47.412,2798.8,63.924,122.9,0.19747,91.782,48.382,2703.9,25.412,48.526,3330.9,22.76,66.378,-0.30138,270.67,102.48,91.833,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26534,3677.9,4418.3,9.2823,32.007,47.396,2799.8,64.532,122.9,0.19707,91.771,51.5,2703.6,25.438,49.064,3331.4,22.851,66.383,-0.34029,270.7,102.47,91.863,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26606,3643.2,4473,9.2345,32.373,47.394,2799.1,65.518,122.89,0.19577,91.783,50.749,2703.8,25.191,49.514,3331.1,22.895,66.379,-0.049027,270.53,102.47,91.878,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26329,3683.8,4401.6,9.2266,31.934,47.51,2799.3,65.131,122.9,0.19783,91.76,50.628,2703.3,25.236,49.375,3332.4,22.948,66.364,-0.0025876,271.25,102.48,91.858,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26376,3665.1,4436.6,9.3421,31.974,47.432,2798.9,65.124,122.9,0.20057,91.756,48.637,2704,25.386,49.148,3332,22.845,66.351,-0.77597,271.06,102.47,91.818,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26362,3685.9,4433.1,9.255,32.238,47.471,2799.6,65.244,122.92,0.1965,91.742,51.279,2704.7,25.448,50.333,3331.8,22.744,66.366,-1.7942,270.9,102.49,91.964,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.2644,3683,4425.6,9.2327,32.193,47.314,2799.7,64.743,122.91,0.19658,91.803,50.049,2704.5,25.229,49.431,3331.8,22.715,66.364,-2.4822,271.3,102.48,92.098,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26632,3647.2,4402,9.2045,32.334,47.277,2800.1,64.871,122.91,0.19674,91.853,52.444,2704.4,25.316,50.941,3332.6,22.931,66.352,0.034929,271.14,102.49,92.174,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.2658,3665.1,4444.4,9.2946,32.132,47.631,2800.1,64.998,122.89,0.19905,91.868,50.285,2704.6,25.228,49.625,3332.9,22.776,66.363,0.53011,271.47,102.47,91.917,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26545,3701.5,4449.7,9.2551,32.294,47.316,2800.6,65.477,122.91,0.19896,91.872,49.301,2705.6,25.225,50.459,3332.5,22.788,66.362,0.29886,270.74,102.47,91.995,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26705,3670,4464,9.3455,31.695,47.513,2800.4,64.297,122.91,0.19802,91.85,49.334,2704.8,25.494,49.277,3332,22.921,66.386,1.6633,271.01,102.44,91.84,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26516,3684.4,4420.7,9.1203,31.834,46.85,2800.3,64.674,122.89,0.19925,91.837,48.86,2704.3,25.611,49.617,3332.3,22.797,66.368,1.7586,270.85,102.45,91.836,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.267,3646.1,4420,9.2138,32.186,47.748,2799.8,64.859,122.92,0.19838,91.805,50.377,2704.1,25.252,50.978,3332.6,23.044,66.385,1.16,270.8,102.49,91.859,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26697,3689.5,4427.5,9.2425,32.282,47.369,2800,64.602,122.88,0.20134,91.851,50.383,2704.4,25.355,49.863,3332.1,22.798,66.383,-1.8578,271.16,102.45,92.092,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26626,3661.8,4388.6,9.1819,32.171,47.292,2800.5,65.655,122.9,0.19892,91.869,50.375,2704.7,25.223,49.77,3332.5,22.801,66.388,1.3305,271.34,102.45,92.097,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26368,3661.9,4424.7,9.1116,32.135,47.416,2799.9,64.264,122.9,0.20054,91.865,49.855,2704.3,25.546,50.199,3332.9,22.884,66.405,0.94965,270.94,102.45,91.811,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26601,3681,4437.1,9.2547,31.737,47.625,2799.6,64.178,122.89,0.20178,91.812,50.332,2704.4,25.518,50.649,3332.4,23.001,66.385,1.0248,271,102.46,91.661,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26611,3637.9,4435.7,9.1328,32.277,47.395,2798.7,65.149,122.9,0.19984,91.765,48.305,2704.2,25.201,49.62,3332.1,22.849,66.411,0.98091,270.81,102.48,91.672,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26546,3632.1,4454.7,9.2294,32.03,47.258,2798.8,64.427,122.91,0.19736,91.71,49.272,2703.8,25.53,50.611,3331.1,22.956,66.389,-0.90703,270.95,102.48,91.679,31.594,15.255,19.318,5.9807,17.264,4.0748,32.311,22.126,13.303,0.87568,16.584,5.4044,6.5802,3.3025,0.011168,0.59614,0.1899,53.906,43.818
0.26494,3675.9,4449.6,9.3048,32.005,47.511,2798.9,64.835,122.88,0.19773,91.672,50.799,2703.2,25.466,51.404,3330.3,22.778,66.371,-1.8463,270.69,102.48,91.712,31.959,15.084,18.76,6.0121,16.734,4.0883,31.999,22.151,12.879,0.87986,16.425,5.4348,6.6826,3.1618,0.011168,0.59614,0.1899,53.906,43.818
0.2657,3678.7,4430.4,9.1624,32.121,46.946,2799.3,64.371,122.88,0.20055,91.682,48.497,2703.7,25.231,50.09,3330.7,22.925,66.357,-0.91626,271.04,102.5,91.834,31.959,15.084,18.76,6.0121,16.734,4.0883,31.999,22.151,12.879,0.87986,16.425,5.4348,6.6826,3.1618,0.011168,0.59614,0.1899,53.906,43.818
0.26491,3669.1,4419,9.2065,32.211,47.527,2798.9,65.409,122.92,0.20097,91.694,49.32,2703.8,25.195,49.498,3331.3,22.986,66.362,3.2863,270.83,102.49,91.885,31.959,15.084,18.76,6.0121,16.734,4.0883,31.999,22.151,12.879,0.87986,16.425,5.4348,6.6826,3.1618,0.011168,0.59614,0.1899,53.906,43.818
