0.26534,3664.3,4434.6,9.2592,32.171,47.376,2799.1,64.964,122.9,0.19833,91.811,49.994,2703.7,25.346,50.095,3331.3,22.9,66.387,0,270.88,102.48,91.823,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26528,3666.5,4457.9,9.2856,32.07,47.214,2798.8,64.744,122.91,0.19818,91.794,51.419,2704.1,25.474,50.328,3331.5,22.713,66.382,-0.38437,270.65,102.49,91.733,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26392,3661.5,4447.7,9.2074,32.23,47.502,2799.3,64.684,122.9,0.19796,91.755,50.047,2703.6,25.308,50.761,3331.1,22.788,66.38,-0.52967,271.23,102.47,91.848,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26636,3670.6,4459.5,9.2634,32.05,47.439,2799.3,64.679,122.9,0.1942,91.789,49.347,2703.7,25.562,50.914,3330.9,22.972,66.389,0.79959,270.96,102.49,91.836,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26529,3652.6,4422.6,9.1846,32.053,47.397,2798.7,64.103,122.91,0.19663,91.741,50.07,2703.8,25.085,49.537,3331.1,22.783,66.375,-0.13409,270.63,102.45,91.683,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26694,3639.9,4419.4,9.3121,32.034,47.106,2798.9,64.831,122.88,0.19961,91.714,49.97,2703.2,25.374,47.377,3331.1,22.778,66.365,-0.1682,270.65,102.47,91.636,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26581,3645.3,4444,9.1692,31.963,47.352,2798.8,64.74,122.89,0.19759,91.681,49.796,2703.5,25.234,51.187,3331,22.898,66.365,-0.74026,271.26,102.5,91.806,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26645,3682.5,4382.1,9.2582,32.139,47.46,2799.3,64.704,122.91,0.19543,91.718,49.293,2703.3,25.284,50.718,3330.9,23.026,66.367,-2.1378,271.16,102.47,91.941,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26607,3638.8,4447.3,9.163,32.123,47.375,2798.6,64.6,122.88,0.19267,91.737,51.209,2704.1,25.226,50.719,3331.4,23.12,66.359,1.1018,271.14,102.49,92.017,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
0.26976,3672.1,4436.2,9.2225,32.451,47.047,2799.3,65.302,122.89,0.19414,91.762,50.296,2704.4,25.416,48.941,3331.7,22.696,66.339,0.64093,271.09,102.49,91.962,31.798,15.076,18.753,6.0535,16.921,4.0681,32.138,22.051,13.117,0.92158,16.486,5.422,6.6386,3.2267,0.011168,0.59614,0.1899,53.906,43.818
